,GEO_ID,NAME,high_school_deg,bachelor_deg
0,0500000US01001,"Autauga County, Alabama",25.970299747201157,18.885673528349585
1,0500000US01003,"Baldwin County, Alabama",22.34448526993375,23.296863694028097
2,0500000US01005,"Barbour County, Alabama",29.040432159615158,8.414431607586453
3,0500000US01007,"Bibb County, Alabama",36.175361223491755,7.603565553727827
4,0500000US01009,"Blount County, Alabama",26.08412475511867,9.247669076472322
5,0500000US01011,"Bullock County, Alabama",33.89054449648712,8.831733021077282
6,0500000US01013,"Butler County, Alabama",34.32332055678838,11.549964696388946
7,0500000US01015,"Calhoun County, Alabama",25.58584515521122,13.39486293601354
8,0500000US01017,"Chambers County, Alabama",29.597139037433156,9.64978312537136
9,0500000US01019,"Cherokee County, Alabama",32.64946145234143,9.553889510867467
10,0500000US01021,"Chilton County, Alabama",34.36333219838838,8.78407899216888
11,0500000US01023,"Choctaw County, Alabama",29.800185686653776,8.781245647969053
12,0500000US01025,"Clarke County, Alabama",33.20716180371353,8.685527188328914
13,0500000US01027,"Clay County, Alabama",30.53686736147559,7.559076254030141
14,0500000US01029,"Cleburne County, Alabama",29.09935639581657,11.124363100026816
15,0500000US01031,"Coffee County, Alabama",21.46164685842592,16.12479965932407
16,0500000US01033,"Colbert County, Alabama",29.803412389768305,13.333442880356394
17,0500000US01035,"Conecuh County, Alabama",40.20165402614168,9.145513958366953
18,0500000US01037,"Coosa County, Alabama",33.76656130891512,10.047875801803478
19,0500000US01039,"Covington County, Alabama",29.224451612903223,11.15499193548387
20,0500000US01041,"Crenshaw County, Alabama",30.660603871713377,12.360676105171915
21,0500000US01043,"Cullman County, Alabama",26.432544385839982,10.010063606628608
22,0500000US01045,"Dale County, Alabama",24.917432067698925,13.028698987357187
23,0500000US01047,"Dallas County, Alabama",27.001762497126364,10.188459475337812
24,0500000US01049,"DeKalb County, Alabama",26.12817276679288,8.927948394334596
25,0500000US01051,"Elmore County, Alabama",25.871456916099774,17.737793305728086
26,0500000US01053,"Escambia County, Alabama",33.282329924170874,9.021116118412177
27,0500000US01055,"Etowah County, Alabama",25.452093471405767,12.894699653521236
28,0500000US01057,"Fayette County, Alabama",31.515714805383777,8.951109494361587
29,0500000US01059,"Franklin County, Alabama",27.42075891438378,9.96795271086252
30,0500000US01061,"Geneva County, Alabama",28.621966915243974,9.079100579172502
31,0500000US01063,"Greene County, Alabama",32.00879384911101,7.495350792888034
32,0500000US01065,"Hale County, Alabama",33.500249848065366,9.609845364305489
33,0500000US01067,"Henry County, Alabama",26.836380085215666,12.432218525652251
34,0500000US01069,"Houston County, Alabama",24.534667914653014,15.415066569884052
35,0500000US01071,"Jackson County, Alabama",32.65234706472267,10.12408007405693
36,0500000US01073,"Jefferson County, Alabama",20.795354111084162,23.9198099078341
37,0500000US01075,"Lamar County, Alabama",30.15902052574721,8.6319553474973
38,0500000US01077,"Lauderdale County, Alabama",27.533518086347726,17.10382147024504
39,0500000US01079,"Lawrence County, Alabama",32.24012039445823,9.312175570209934
40,0500000US01081,"Lee County, Alabama",18.3108531076251,23.287582530778394
41,0500000US01083,"Limestone County, Alabama",23.04777307420271,18.597527632037327
42,0500000US01085,"Lowndes County, Alabama",31.29905744617522,10.388590137910507
43,0500000US01087,"Macon County, Alabama",21.421365191361982,14.092169125507803
44,0500000US01089,"Madison County, Alabama",16.92442088352527,30.280318044805618
45,0500000US01091,"Marengo County, Alabama",29.028425029760367,10.928337042596139
