,GEO_ID,NAME,unemp_rate,med_hh_inc,mean_hh_inc
1,0500000US01001,"Autauga County, Alabama",5.6,53099.0,67651.0
2,0500000US01003,"Baldwin County, Alabama",6.3,51365.0,70277.0
3,0500000US01005,"Barbour County, Alabama",12.8,33956.0,45280.0
4,0500000US01007,"Bibb County, Alabama",7.1,39776.0,53863.0
5,0500000US01009,"Blount County, Alabama",6.0,46212.0,56439.0
6,0500000US01011,"Bullock County, Alabama",13.3,29335.0,41123.0
7,0500000US01013,"Butler County, Alabama",9.8,34315.0,46699.0
8,0500000US01015,"Calhoun County, Alabama",11.7,41954.0,55559.0
9,0500000US01017,"Chambers County, Alabama",7.5,36027.0,50369.0
10,0500000US01019,"Cherokee County, Alabama",5.9,38925.0,52972.0
11,0500000US01021,"Chilton County, Alabama",7.9,42594.0,56521.0
12,0500000US01023,"Choctaw County, Alabama",13.6,32622.0,48320.0
13,0500000US01025,"Clarke County, Alabama",17.1,32735.0,49910.0
14,0500000US01027,"Clay County, Alabama",6.6,38815.0,50719.0
15,0500000US01029,"Cleburne County, Alabama",7.2,36316.0,48288.0
16,0500000US01031,"Coffee County, Alabama",6.2,47872.0,63566.0
17,0500000US01033,"Colbert County, Alabama",7.5,43786.0,55389.0
18,0500000US01035,"Conecuh County, Alabama",20.4,27609.0,38210.0
19,0500000US01037,"Coosa County, Alabama",12.6,31910.0,42982.0
20,0500000US01039,"Covington County, Alabama",10.7,37313.0,51998.0
21,0500000US01041,"Crenshaw County, Alabama",7.4,37557.0,49778.0
22,0500000US01043,"Cullman County, Alabama",6.1,39297.0,52719.0
23,0500000US01045,"Dale County, Alabama",10.4,44093.0,56174.0
24,0500000US01047,"Dallas County, Alabama",14.9,28136.0,43125.0
25,0500000US01049,"DeKalb County, Alabama",6.3,38248.0,49257.0
26,0500000US01051,"Elmore County, Alabama",7.5,53398.0,67663.0
27,0500000US01053,"Escambia County, Alabama",15.2,32334.0,46106.0
28,0500000US01055,"Etowah County, Alabama",8.5,40478.0,52903.0
29,0500000US01057,"Fayette County, Alabama",8.8,36205.0,48430.0
30,0500000US01059,"Franklin County, Alabama",9.7,36138.0,47654.0
31,0500000US01061,"Geneva County, Alabama",10.3,36519.0,48969.0
32,0500000US01063,"Greene County, Alabama",18.2,21339.0,33595.0
33,0500000US01065,"Hale County, Alabama",12.1,33351.0,47557.0
34,0500000US01067,"Henry County, Alabama",7.5,41045.0,54835.0
35,0500000US01069,"Houston County, Alabama",8.1,41945.0,60028.0
36,0500000US01071,"Jackson County, Alabama",8.6,38422.0,50214.0
37,0500000US01073,"Jefferson County, Alabama",8.2,47220.0,68834.0
38,0500000US01075,"Lamar County, Alabama",9.5,34298.0,47199.0
39,0500000US01077,"Lauderdale County, Alabama",7.6,43657.0,58664.0
40,0500000US01079,"Lawrence County, Alabama",8.3,42339.0,53977.0
41,0500000US01081,"Lee County, Alabama",6.1,45056.0,63459.0
42,0500000US01083,"Limestone County, Alabama",7.9,51115.0,68858.0
43,0500000US01085,"Lowndes County, Alabama",12.3,27914.0,44716.0
44,0500000US01087,"Macon County, Alabama",15.0,32390.0,44473.0
45,0500000US01089,"Madison County, Alabama",7.3,60150.0,81399.0
46,0500000US01091,"Marengo County, Alabama",14.1,30713.0,46155.0
47,0500000US01093,"Marion County, Alabama",7.6,34074.0,49808.0
48,0500000US01095,"Marshall County, Alabama",7.2,39831.0,56599.0
49,0500000US01097,"Mobile County, Alabama",8.7,44263.0,59663.0
50,0500000US01099,"Monroe County, Alabama",21.8,28182.0,40617.0
51,0500000US01101,"Montgomery County, Alabama",8.4,45358.0,63847.0
52,0500000US01103,"Morgan County, Alabama",8.9,46883.0,60488.0
53,0500000US01105,"Perry County, Alabama",11.7,24912.0,37608.0
54,0500000US01107,"Pickens County, Alabama",12.3,31679.0,46057.0
55,0500000US01109,"Pike County, Alabama",9.7,33193.0,49796.0
56,0500000US01111,"Randolph County, Alabama",8.0,37496.0,47764.0
57,0500000US01113,"Russell County, Alabama",9.4,38400.0,51839.0
58,0500000US01115,"St. Clair County, Alabama",6.4,54042.0,64678.0
59,0500000US01117,"Shelby County, Alabama",4.6,72310.0,89768.0
60,0500000US01119,"Sumter County, Alabama",15.3,20428.0,33521.0
61,0500000US01121,"Talladega County, Alabama",12.0,37923.0,50680.0
62,0500000US01123,"Tallapoosa County, Alabama",9.8,39395.0,51750.0
63,0500000US01125,"Tuscaloosa County, Alabama",7.0,48022.0,64397.0
64,0500000US01127,"Walker County, Alabama",11.0,37025.0,51039.0
65,0500000US01129,"Washington County, Alabama",16.1,40293.0,50462.0
66,0500000US01131,"Wilcox County, Alabama",20.4,24442.0,37636.0
67,0500000US01133,"Winston County, Alabama",8.7,33896.0,45481.0
68,0500000US02013,"Aleutians East Borough, Alaska",2.6,65926.0,76438.0
69,0500000US02016,"Aleutians West Census Area, Alaska",1.1,86964.0,97226.0
70,0500000US02020,"Anchorage Municipality, Alaska",6.0,80862.0,102500.0
71,0500000US02050,"Bethel Census Area, Alaska",19.3,53296.0,66578.0
72,0500000US02060,"Bristol Bay Borough, Alaska",5.7,88000.0,95439.0
73,0500000US02068,"Denali Borough, Alaska",1.2,81302.0,93033.0
74,0500000US02070,"Dillingham Census Area, Alaska",11.2,56055.0,70290.0
75,0500000US02090,"Fairbanks North Star Borough, Alaska",8.5,73831.0,89903.0
76,0500000US02100,"Haines Borough, Alaska",3.8,53125.0,73554.0
77,0500000US02105,"Hoonah-Angoon Census Area, Alaska",10.2,54091.0,67258.0
78,0500000US02110,"Juneau City and Borough, Alaska",4.9,87436.0,104005.0
79,0500000US02122,"Kenai Peninsula Borough, Alaska",8.7,64891.0,80661.0
80,0500000US02130,"Ketchikan Gateway Borough, Alaska",7.6,64162.0,80949.0
81,0500000US02150,"Kodiak Island Borough, Alaska",3.6,73068.0,86509.0
82,0500000US02158,"Kusilvak Census Area, Alaska",26.4,38160.0,47861.0
83,0500000US02164,"Lake and Peninsula Borough, Alaska",11.7,43864.0,59022.0
84,0500000US02170,"Matanuska-Susitna Borough, Alaska",9.9,73908.0,87103.0
85,0500000US02180,"Nome Census Area, Alaska",17.4,51563.0,68100.0
86,0500000US02185,"North Slope Borough, Alaska",10.0,72027.0,88304.0
87,0500000US02188,"Northwest Arctic Borough, Alaska",22.6,61341.0,77568.0
88,0500000US02195,"Petersburg Borough, Alaska",5.8,63940.0,82803.0
89,0500000US02198,"Prince of Wales-Hyder Census Area, Alaska",13.6,51887.0,64102.0
90,0500000US02220,"Sitka City and Borough, Alaska",4.5,70160.0,82734.0
91,0500000US02230,"Skagway Municipality, Alaska",6.7,64853.0,78383.0
92,0500000US02240,"Southeast Fairbanks Census Area, Alaska",9.4,63713.0,73260.0
93,0500000US02261,"Valdez-Cordova Census Area, Alaska",9.0,82511.0,92264.0
94,0500000US02275,"Wrangell City and Borough, Alaska",7.2,52986.0,65759.0
95,0500000US02282,"Yakutat City and Borough, Alaska",7.1,66875.0,69544.0
96,0500000US02290,"Yukon-Koyukuk Census Area, Alaska",18.4,38451.0,53266.0
97,0500000US04001,"Apache County, Arizona",15.8,32460.0,42584.0
98,0500000US04003,"Cochise County, Arizona",8.6,45383.0,58772.0
99,0500000US04005,"Coconino County, Arizona",8.2,51106.0,69267.0
100,0500000US04007,"Gila County, Arizona",12.1,40593.0,51779.0
101,0500000US04009,"Graham County, Arizona",14.4,47422.0,56890.0
102,0500000US04011,"Greenlee County, Arizona",8.9,51813.0,65685.0
103,0500000US04012,"La Paz County, Arizona",10.6,36321.0,46883.0
104,0500000US04013,"Maricopa County, Arizona",6.8,55676.0,77004.0
105,0500000US04015,"Mohave County, Arizona",11.7,39856.0,52925.0
106,0500000US04017,"Navajo County, Arizona",18.5,36868.0,49084.0
107,0500000US04019,"Pima County, Arizona",9.2,46764.0,64779.0
108,0500000US04021,"Pinal County, Arizona",9.4,51190.0,62662.0
109,0500000US04023,"Santa Cruz County, Arizona",9.7,38941.0,55292.0
110,0500000US04025,"Yavapai County, Arizona",8.5,46638.0,60596.0
111,0500000US04027,"Yuma County, Arizona",12.5,41467.0,54737.0
112,0500000US05001,"Arkansas County, Arkansas",9.1,37330.0,54509.0
113,0500000US05003,"Ashley County, Arkansas",10.0,36352.0,50224.0
114,0500000US05005,"Baxter County, Arkansas",6.2,38115.0,51008.0
115,0500000US05007,"Benton County, Arkansas",3.4,59016.0,79310.0
116,0500000US05009,"Boone County, Arkansas",8.4,38664.0,52517.0
117,0500000US05011,"Bradley County, Arkansas",11.0,34665.0,48472.0
118,0500000US05013,"Calhoun County, Arkansas",6.8,35446.0,49430.0
119,0500000US05015,"Carroll County, Arkansas",6.0,38145.0,50812.0
120,0500000US05017,"Chicot County, Arkansas",10.8,29628.0,46720.0
121,0500000US05019,"Clark County, Arkansas",7.9,35595.0,49424.0
122,0500000US05021,"Clay County, Arkansas",7.0,32404.0,43509.0
123,0500000US05023,"Cleburne County, Arkansas",8.5,41717.0,58008.0
124,0500000US05025,"Cleveland County, Arkansas",8.9,42429.0,53817.0
125,0500000US05027,"Columbia County, Arkansas",9.3,36507.0,49736.0
126,0500000US05029,"Conway County, Arkansas",7.2,38266.0,53354.0
127,0500000US05031,"Craighead County, Arkansas",6.3,43892.0,61694.0
128,0500000US05033,"Crawford County, Arkansas",7.1,41792.0,53921.0
129,0500000US05035,"Crittenden County, Arkansas",9.1,39407.0,52343.0
130,0500000US05037,"Cross County, Arkansas",7.5,39306.0,52138.0
131,0500000US05039,"Dallas County, Arkansas",7.1,35745.0,42952.0
132,0500000US05041,"Desha County, Arkansas",12.8,26519.0,39918.0
133,0500000US05043,"Drew County, Arkansas",12.9,33092.0,47240.0
134,0500000US05045,"Faulkner County, Arkansas",5.8,50872.0,65609.0
135,0500000US05047,"Franklin County, Arkansas",8.8,39482.0,49614.0
136,0500000US05049,"Fulton County, Arkansas",7.3,35593.0,45181.0
137,0500000US05051,"Garland County, Arkansas",9.1,40011.0,57619.0
138,0500000US05053,"Grant County, Arkansas",8.0,49195.0,62971.0
139,0500000US05055,"Greene County, Arkansas",8.2,42755.0,54737.0
140,0500000US05057,"Hempstead County, Arkansas",8.3,34072.0,46014.0
141,0500000US05059,"Hot Spring County, Arkansas",6.8,42589.0,54251.0
142,0500000US05061,"Howard County, Arkansas",7.4,34672.0,56581.0
143,0500000US05063,"Independence County, Arkansas",6.7,37592.0,55132.0
144,0500000US05065,"Izard County, Arkansas",9.6,35188.0,44942.0
145,0500000US05067,"Jackson County, Arkansas",7.7,31245.0,47747.0
146,0500000US05069,"Jefferson County, Arkansas",9.7,36377.0,50068.0
147,0500000US05071,"Johnson County, Arkansas",5.7,34031.0,47790.0
148,0500000US05073,"Lafayette County, Arkansas",11.1,29882.0,55052.0
149,0500000US05075,"Lawrence County, Arkansas",8.2,33381.0,44204.0
150,0500000US05077,"Lee County, Arkansas",16.4,25724.0,38354.0
151,0500000US05079,"Lincoln County, Arkansas",11.6,32369.0,47405.0
152,0500000US05081,"Little River County, Arkansas",8.8,35396.0,48218.0
153,0500000US05083,"Logan County, Arkansas",8.1,36463.0,50807.0
154,0500000US05085,"Lonoke County, Arkansas",5.6,56156.0,65129.0
155,0500000US05087,"Madison County, Arkansas",5.2,39839.0,56744.0
156,0500000US05089,"Marion County, Arkansas",10.0,33726.0,43544.0
157,0500000US05091,"Miller County, Arkansas",8.6,39955.0,52033.0
158,0500000US05093,"Mississippi County, Arkansas",10.9,35003.0,48636.0
159,0500000US05095,"Monroe County, Arkansas",10.7,31541.0,44005.0
160,0500000US05097,"Montgomery County, Arkansas",4.5,35103.0,47323.0
161,0500000US05099,"Nevada County, Arkansas",7.2,30750.0,42090.0
162,0500000US05101,"Newton County, Arkansas",5.1,33176.0,43082.0
163,0500000US05103,"Ouachita County, Arkansas",7.9,31233.0,45567.0
164,0500000US05105,"Perry County, Arkansas",7.4,45819.0,58297.0
165,0500000US05107,"Phillips County, Arkansas",17.6,26829.0,42212.0
166,0500000US05109,"Pike County, Arkansas",5.6,34519.0,48380.0
167,0500000US05111,"Poinsett County, Arkansas",6.8,35163.0,43508.0
168,0500000US05113,"Polk County, Arkansas",8.7,33202.0,44273.0
169,0500000US05115,"Pope County, Arkansas",7.1,40534.0,54891.0
170,0500000US05117,"Prairie County, Arkansas",6.7,37500.0,45960.0
171,0500000US05119,"Pulaski County, Arkansas",6.4,47101.0,68381.0
172,0500000US05121,"Randolph County, Arkansas",4.1,36318.0,48225.0
173,0500000US05123,"St. Francis County, Arkansas",11.0,35066.0,43603.0
174,0500000US05125,"Saline County, Arkansas",4.7,57632.0,69829.0
175,0500000US05127,"Scott County, Arkansas",11.9,37861.0,45176.0
176,0500000US05129,"Searcy County, Arkansas",4.2,35542.0,47713.0
177,0500000US05131,"Sebastian County, Arkansas",5.4,40023.0,57751.0
178,0500000US05133,"Sevier County, Arkansas",6.8,38956.0,47852.0
179,0500000US05135,"Sharp County, Arkansas",7.9,31068.0,45090.0
180,0500000US05137,"Stone County, Arkansas",8.1,30486.0,46825.0
181,0500000US05139,"Union County, Arkansas",9.0,39836.0,53688.0
182,0500000US05141,"Van Buren County, Arkansas",11.9,34576.0,46633.0
183,0500000US05143,"Washington County, Arkansas",5.2,45442.0,65749.0
184,0500000US05145,"White County, Arkansas",6.3,42197.0,58434.0
185,0500000US05147,"Woodruff County, Arkansas",12.3,30383.0,40506.0
186,0500000US05149,"Yell County, Arkansas",6.8,39323.0,51693.0
187,0500000US06001,"Alameda County, California",7.1,79831.0,107194.0
188,0500000US06003,"Alpine County, California",11.8,62375.0,82922.0
189,0500000US06005,"Amador County, California",11.6,57032.0,70061.0
190,0500000US06007,"Butte County, California",10.7,44366.0,63127.0
191,0500000US06009,"Calaveras County, California",9.6,53502.0,75402.0
192,0500000US06011,"Colusa County, California",8.7,54946.0,74958.0
193,0500000US06013,"Contra Costa County, California",7.7,82881.0,113991.0
194,0500000US06015,"Del Norte County, California",10.4,42363.0,56408.0
195,0500000US06017,"El Dorado County, California",9.6,72586.0,97008.0
196,0500000US06019,"Fresno County, California",11.9,45963.0,65011.0
197,0500000US06021,"Glenn County, California",9.9,41699.0,56840.0
198,0500000US06023,"Humboldt County, California",9.5,42685.0,57720.0
199,0500000US06025,"Imperial County, California",17.1,42560.0,58039.0
200,0500000US06027,"Inyo County, California",6.3,47278.0,63636.0
201,0500000US06029,"Kern County, California",11.9,49788.0,67324.0
202,0500000US06031,"Kings County, California",11.7,47241.0,64162.0
203,0500000US06033,"Lake County, California",13.7,36132.0,51588.0
204,0500000US06035,"Lassen County, California",9.4,51457.0,64764.0
205,0500000US06037,"Los Angeles County, California",8.9,57952.0,85514.0
206,0500000US06039,"Madera County, California",8.2,45742.0,62305.0
207,0500000US06041,"Marin County, California",5.1,100310.0,154618.0
208,0500000US06043,"Mariposa County, California",9.8,49265.0,64433.0
209,0500000US06045,"Mendocino County, California",11.0,43510.0,61508.0
210,0500000US06047,"Merced County, California",15.7,44397.0,61146.0
211,0500000US06049,"Modoc County, California",6.8,41194.0,50463.0
212,0500000US06051,"Mono County, California",8.0,58937.0,74086.0
213,0500000US06053,"Monterey County, California",6.9,60889.0,83797.0
214,0500000US06055,"Napa County, California",6.6,74609.0,104226.0
215,0500000US06057,"Nevada County, California",8.8,57429.0,78404.0
216,0500000US06059,"Orange County, California",6.8,78145.0,106952.0
217,0500000US06061,"Placer County, California",7.0,76926.0,99830.0
218,0500000US06063,"Plumas County, California",11.8,50125.0,66323.0
219,0500000US06065,"Riverside County, California",11.3,57972.0,76234.0
220,0500000US06067,"Sacramento County, California",10.2,57509.0,76827.0
221,0500000US06069,"San Benito County, California",10.8,73814.0,89710.0
222,0500000US06071,"San Bernardino County, California",11.0,54469.0,70728.0
223,0500000US06073,"San Diego County, California",7.8,66529.0,90685.0
224,0500000US06075,"San Francisco County, California",6.2,87701.0,127625.0
225,0500000US06077,"San Joaquin County, California",11.9,55045.0,73103.0
226,0500000US06079,"San Luis Obispo County, California",5.5,64014.0,83747.0
227,0500000US06081,"San Mateo County, California",5.6,98546.0,141122.0
228,0500000US06083,"Santa Barbara County, California",7.2,65161.0,91831.0
229,0500000US06085,"Santa Clara County, California",6.6,101173.0,134762.0
230,0500000US06087,"Santa Cruz County, California",7.3,70088.0,96195.0
231,0500000US06089,"Shasta County, California",8.7,45582.0,61707.0
232,0500000US06091,"Sierra County, California",3.9,43984.0,69544.0
233,0500000US06093,"Siskiyou County, California",11.7,38524.0,52993.0
234,0500000US06095,"Solano County, California",10.0,69227.0,86345.0
235,0500000US06097,"Sonoma County, California",7.0,66833.0,91256.0
236,0500000US06099,"Stanislaus County, California",13.8,51591.0,68893.0
237,0500000US06101,"Sutter County, California",11.2,52943.0,71108.0
238,0500000US06103,"Tehama County, California",12.6,40687.0,55517.0
239,0500000US06105,"Trinity County, California",9.9,35270.0,50357.0
240,0500000US06107,"Tulare County, California",10.6,42789.0,59859.0
241,0500000US06109,"Tuolumne County, California",11.6,50731.0,70171.0
242,0500000US06111,"Ventura County, California",7.5,78593.0,103512.0
243,0500000US06113,"Yolo County, California",7.9,57663.0,81555.0
244,0500000US06115,"Yuba County, California",12.7,48739.0,60862.0
245,0500000US08001,"Adams County, Colorado",6.1,61444.0,75365.0
246,0500000US08003,"Alamosa County, Colorado",8.7,32385.0,47163.0
247,0500000US08005,"Arapahoe County, Colorado",6.0,66288.0,91236.0
248,0500000US08007,"Archuleta County, Colorado",6.7,45607.0,63380.0
249,0500000US08009,"Baca County, Colorado",3.7,37477.0,50308.0
250,0500000US08011,"Bent County, Colorado",7.9,34773.0,48719.0
251,0500000US08013,"Boulder County, Colorado",5.6,72282.0,99755.0
252,0500000US08014,"Broomfield County, Colorado",4.5,83334.0,105718.0
253,0500000US08015,"Chaffee County, Colorado",3.8,50993.0,64280.0
254,0500000US08017,"Cheyenne County, Colorado",8.8,54375.0,63156.0
255,0500000US08019,"Clear Creek County, Colorado",4.4,68250.0,91677.0
256,0500000US08021,"Conejos County, Colorado",10.3,34630.0,48703.0
257,0500000US08023,"Costilla County, Colorado",11.6,26610.0,44986.0
258,0500000US08025,"Crowley County, Colorado",26.4,31719.0,42579.0
259,0500000US08027,"Custer County, Colorado",10.8,38605.0,49587.0
260,0500000US08029,"Delta County, Colorado",9.2,42011.0,59903.0
261,0500000US08031,"Denver County, Colorado",5.4,56258.0,83293.0
262,0500000US08033,"Dolores County, Colorado",3.6,32240.0,50220.0
263,0500000US08035,"Douglas County, Colorado",3.6,105759.0,129949.0
264,0500000US08037,"Eagle County, Colorado",3.0,78763.0,105296.0
265,0500000US08039,"Elbert County, Colorado",5.6,87288.0,108072.0
266,0500000US08041,"El Paso County, Colorado",7.4,60219.0,78509.0
267,0500000US08043,"Fremont County, Colorado",8.0,42308.0,54172.0
268,0500000US08045,"Garfield County, Colorado",6.2,61300.0,78128.0
269,0500000US08047,"Gilpin County, Colorado",3.9,67544.0,81334.0
270,0500000US08049,"Grand County, Colorado",5.8,67623.0,75515.0
271,0500000US08051,"Gunnison County, Colorado",7.1,50746.0,61646.0
272,0500000US08053,"Hinsdale County, Colorado",5.1,51250.0,64270.0
273,0500000US08055,"Huerfano County, Colorado",12.6,33257.0,51580.0
274,0500000US08057,"Jackson County, Colorado",1.8,45053.0,55381.0
275,0500000US08059,"Jefferson County, Colorado",5.2,72017.0,93255.0
276,0500000US08061,"Kiowa County, Colorado",4.1,38385.0,52600.0
277,0500000US08063,"Kit Carson County, Colorado",5.0,44449.0,63400.0
278,0500000US08065,"Lake County, Colorado",6.0,46928.0,61140.0
279,0500000US08067,"La Plata County, Colorado",5.1,61910.0,78246.0
280,0500000US08069,"Larimer County, Colorado",6.0,61942.0,81601.0
281,0500000US08071,"Las Animas County, Colorado",7.8,42808.0,54993.0
282,0500000US08073,"Lincoln County, Colorado",4.2,40438.0,55731.0
283,0500000US08075,"Logan County, Colorado",6.9,43340.0,56476.0
284,0500000US08077,"Mesa County, Colorado",8.7,50070.0,65444.0
285,0500000US08079,"Mineral County, Colorado",2.1,49125.0,66321.0
286,0500000US08081,"Moffat County, Colorado",4.5,53664.0,66438.0
287,0500000US08083,"Montezuma County, Colorado",6.5,41622.0,53541.0
288,0500000US08085,"Montrose County, Colorado",8.6,43890.0,55363.0
289,0500000US08087,"Morgan County, Colorado",5.5,49495.0,62657.0
290,0500000US08089,"Otero County, Colorado",10.1,34477.0,47791.0
291,0500000US08091,"Ouray County, Colorado",6.4,62800.0,75082.0
292,0500000US08093,"Park County, Colorado",4.3,61675.0,75115.0
293,0500000US08095,"Phillips County, Colorado",2.7,46955.0,63875.0
294,0500000US08097,"Pitkin County, Colorado",5.5,69789.0,125593.0
295,0500000US08099,"Prowers County, Colorado",10.6,41037.0,52138.0
296,0500000US08101,"Pueblo County, Colorado",9.7,42000.0,55932.0
297,0500000US08103,"Rio Blanco County, Colorado",4.3,56771.0,68327.0
298,0500000US08105,"Rio Grande County, Colorado",9.4,40177.0,55552.0
299,0500000US08107,"Routt County, Colorado",4.1,63505.0,85620.0
300,0500000US08109,"Saguache County, Colorado",7.7,32457.0,51533.0
301,0500000US08111,"San Juan County, Colorado",10.3,41250.0,56263.0
302,0500000US08113,"San Miguel County, Colorado",4.3,58170.0,78816.0
303,0500000US08115,"Sedgwick County, Colorado",8.4,46977.0,54815.0
304,0500000US08117,"Summit County, Colorado",4.3,70192.0,90048.0
305,0500000US08119,"Teller County, Colorado",7.2,63723.0,79950.0
306,0500000US08121,"Washington County, Colorado",3.9,46315.0,61410.0
307,0500000US08123,"Weld County, Colorado",6.0,62820.0,77980.0
308,0500000US08125,"Yuma County, Colorado",2.2,42026.0,57131.0
309,0500000US09001,"Fairfield County, Connecticut",8.2,86670.0,141494.0
310,0500000US09003,"Hartford County, Connecticut",8.2,68027.0,91795.0
311,0500000US09005,"Litchfield County, Connecticut",6.7,73519.0,95078.0
312,0500000US09007,"Middlesex County, Connecticut",5.3,79837.0,103141.0
313,0500000US09009,"New Haven County, Connecticut",8.5,62715.0,85132.0
314,0500000US09011,"New London County, Connecticut",7.7,67574.0,88199.0
315,0500000US09013,"Tolland County, Connecticut",6.3,80129.0,98686.0
316,0500000US09015,"Windham County, Connecticut",8.4,60689.0,73329.0
317,0500000US10001,"Kent County, Delaware",8.0,55184.0,68923.0
318,0500000US10003,"New Castle County, Delaware",6.9,66283.0,87395.0
319,0500000US10005,"Sussex County, Delaware",7.1,54218.0,72097.0
320,0500000US11001,"District of Columbia, District of Columbia",8.7,72935.0,110614.0
321,0500000US12001,"Alachua County, Florida",7.0,44702.0,64989.0
322,0500000US12003,"Baker County, Florida",6.8,53327.0,66066.0
323,0500000US12005,"Bay County, Florida",7.5,48577.0,63996.0
324,0500000US12007,"Bradford County, Florida",10.6,43373.0,54638.0
325,0500000US12009,"Brevard County, Florida",9.3,49914.0,66819.0
